,lbcItemName,label
84748,עלית נמס קפה נמס בטעם מוקה 200גר,קפה
84749,שוקולד מריר מעולה במילוי קרם אגוזים ושבר,ממתקים ושוקולד
84750,פרה שוקולד חלב מעולה במ.קרם בט.קרמל 100ג,ממתקים ושוקולד
84751,פרה שוקולד חלב מעולה במ. קרם טראפל 100גר,ממתקים ושוקולד
84752,פרה שוקולד מריר שברי שקדים ובוטנים 100גר,ממתקים ושוקולד
84753,מעדן שטראוס קינוח יוגורט אננס קוקוס 170מ,"לבן, יוגורט ומעדני חלב"
84754,פרה טבלאות שוקולד לבן  3*100ג,
84755,פרה שוקולד חלב עם שברי אגוזים 3*100ג,ממתקים ושוקולד
84756,דוריטוס חריף אש 45 גר,"ביסקוויטים, עוגות וכדומה"
84757,שוש מארז 4*65 גרם,"ביסקוויטים, עוגות וכדומה"
84758,אגוזי מריר 30% מוצרי קקאו 40גר,ממתקים ושוקולד
84759,שטראוס חסה אייסברג 300ג,
84760,שטראוס עלי רוקט 150גרם,ירקות אחרים
84761,מילקי טופ עדשים 170 מל,"לבן, יוגורט ומעדני חלב"
84762,מאסט צנצנת בטעם ספירמינט עדין 140גר,ממתקים ושוקולד
84763,ספלנדיד שוק.מריר מעולה טעם ג'ינג'ר 100ג,ממתקים ושוקולד
84764,וופלים בטעם חלבה 400 גרם,"ביסקוויטים, עוגות וכדומה"
84765,עלית נמס באלאנס 20 יחידות 180 גרם,קפה
84766,קפה קצב ברזילאי + שקית מילוי 75 גר,קפה
84767,פזק זמן מאגדת רול לבן 3*40 גרם,ממתקים ושוקולד
84768,שטראוס סקי בתבנית סיליקון 2 *500 גר,גבינה
84769,מטבוחה 250 גרם,סלטים מוכנים
84770,שטראוס פטרוזיליה 70גר,ירקות אחרים
84771,גינה לי פטרוזילה 70גר,ירקות אחרים
84772,שטראוס כוסברה 70גר,
84773,גינה לי כוסברה 70גר,
84774,דנונה מארז 6+2 מעודן 3% מהדרין 8*150מל,"לבן, יוגורט ומעדני חלב"
84775,דנונה מארז פרי 3% מהדרין 6+2 *150מל,"לבן, יוגורט ומעדני חלב"
84776,פרה שוקולד מריר עם שברי אגוזי 3*100ג,ממתקים ושוקולד
84777,פסק זמן טבלת ווניל פקאן 110 גרם,ממתקים ושוקולד
84778,פסק זמן טבלת אלפחורס 110 גרם,ממתקים ושוקולד
84779,חומוס בתוספת טחינה משומשום מלא 125 גרם,סלטים מוכנים
84780,אחלה טחינה משומשום מלא 500 גרם,סלטים מוכנים
84781,אחלה חומוס עם מלפפון חמוץ 400 גרם,סלטים מוכנים
84782,אחלה חומוס בחריפות 400 גרם,סלטים מוכנים
84783,חבילת שי לפורים אוזן המן,
84784,חבילת שי לפורים מארז קרנבל,
84785,פחיות חיוכים,
84786,מארז לפורים אוזן המן מגדים,
84787,מארז לפורים ליצנים מגדים,
84788,משלוח מנות מגדים,
84789,דני שכבות שוקו וניל 125מל,"לבן, יוגורט ומעדני חלב"
84790,מילקי שלוק 6*170מ+גלילית מצ. שוקולד 17*6,"לבן, יוגורט ומעדני חלב"
84791,ספלנדיד שוקולד מריר תפוז 70% 100 גרם,ממתקים ושוקולד
84792,חבילת שי פרטי קטנה 1035 גרם,
84793,חבילת שי פרטי בינונית 1278 גרם,
84794,חבילת שי פרטי גדולה 2025 גרם,
84795,חבילת שי פרטית ענקית 2711 גרם,
84796,חבילת שי משותפת קטנה 1035 גרם,
84797,חבילת שי משותפת בינונית 1278 גרם,
84798,חבילת שי ריבוע גדולה 2080 גרם,
84799,חבילת שי ריבוע ענקית 2711 גרם,
84800,חבילת שי שופרסל גדולה 2030 גרם,
84801,חבילת שי שופרסל ענקית 2711 גרם,
84802,חבילת שי ראמדאן קטנה 1005 גרם,
84803,חבילת שי ראמדאן  בינונית 1326 גרם,
84804,חבילת שי ראמדאן גדולה 1846 גרם,
84805,חבילת שי מארז ילדים ראמדאן 171 גרם,
84806,חבילת שי פלטינום גדולה 2025 גרם,
84807,יוטבתה שמנת מתוקה 38% מארז 3*250מל,שמנת
84808,כיף כף לבן מגדים 45ג,ממתקים ושוקולד
84809,אנרגי שייפ אגוזים ושוק.חלב מארז 2*156ג,קטניות ומוצרי דגן
84810,אנרגי שייפ אגוזים ושוק.מריר מארז 2*156ג,קטניות ומוצרי דגן
84811,כיף כף סוכריות קופצות 50ג,ממתקים ושוקולד
84812,חבילת שי פקעלך 116 גרם,
84813,חבילת שי מארז ילדים ראש השנה 2010,
84814,קלמר/עיפרון חזרה לבית הספר 171גר,
84815,חבילת שי פלטינום ענקית 2711 גרם,
84816,עלית נר עם ממתקים 102 גר,
84817,עלית שפנפנים עם ממתקים 115 גר,
84818,עלית לפיד עם ממתקים 157 גר,
84819,עלית סביבון גדול עם ממתקים 210 גר,
84820,עלית נר עם ממתקים מגדים 96 גרם,
84821,עלית לפיד עם ממתקים מגדים 142 גרם,
84822,עלית מגפיים קריסמס 163 גר,
84823,סנטה בובה עלית,
84824,שוש חטיף אפוי 55 גרם,"ביסקוויטים, עוגות וכדומה"
84825,עלית סביבון גדול עם ממתקים מגדים 188 גרם,
84826,ציטוס קראנצי גבינה 60 גרם,"ביסקוויטים, עוגות וכדומה"
84827,דני מהדרין מעדן שטראוס ילדים וניל 125מל,"לבן, יוגורט ומעדני חלב"
84828,דני מהדרין מעדן שטראוס שוקולד 8*125מל,"לבן, יוגורט ומעדני חלב"
84829,דני מהדרין מעדן שטראוס ילדים שוקולד 125מ,"לבן, יוגורט ומעדני חלב"
84830,דני מהדרין מעדן שטראוס ילדים וניל 8*125מ,"לבן, יוגורט ומעדני חלב"
84831,מגש קרטון צבעוני לפסח,
84832,דלי קרטון צבעוני עם ממתקים,
84833,דנונה מארז פרי תות 3% 4*150מל,"לבן, יוגורט ומעדני חלב"
84834,מאגדת זוג אצבעות פרה+ס.קופצות 2*96גר,ממתקים ושוקולד
84835,סלסלת פיקניק עם ממתקים,
84836,סלסלה מלבנית מרופדת עם ממתקים,
84837,סלסלת שי קטנה 871 גרם,
84838,עלית סלסלת שי בינונית 1135גרם,
84839,מארז סלסלה גדולה,
84840,מארז סלסלה ענקית,
84841,מארז ילדים פירמידה 122גרם,
84842,מאסט בטעם מלון ואבטיח 28 גרם,ממתקים ושוקולד
84843,מאסט מסטיק קולה 28 גרם,ממתקים ושוקולד
84844,מסטיק מאסט בטעם משקה אנרגיה,ממתקים ושוקולד
84845,שוש חטיף אפוי גבינה 40גרם,"ביסקוויטים, עוגות וכדומה"
84846,תפוציפס קידס מהדרין 45 גר,"ביסקוויטים, עוגות וכדומה"
84847,מארז ילדים לפסח ארבעת הבנים,
84848,שטראוס מארז סקי 5% ב-30% הנחה 2*500 גר,גבינה
84849,מארז מילקי שוקולד 6*170מל,"לבן, יוגורט ומעדני חלב"
84850,עלית מיני בפלות קוביות בטעם אגוזים 200גר,"ביסקוויטים, עוגות וכדומה"
84851,עלית מיני בפלות קוביות בטעם שוקולד 200גר,"ביסקוויטים, עוגות וכדומה"
84852,עלית חבילת שי שופרסל ענקית,
84853,סוכריות קפוצינו ללא סוכר 80 גרם,ממתקים ושוקולד
84854,דוריטוס  בטעם  נאצו  30 גר,"ביסקוויטים, עוגות וכדומה"
84855,עלית נשיקולדה אגוזים 95ג,ממתקים ושוקולד
84856,עלית נשיקולדה מריר קרם נוגט  100ג,ממתקים ושוקולד
84857,פרה שוקולד לבן עם שברי שקדים מגדים 100ג,ממתקים ושוקולד
84858,פרה שוק.חלב דבש אגוזים ושקדים מגדים 100ג,ממתקים ושוקולד
84859,גבינת סקי  5% 2*500גר,גבינה
84860,מיני פרה ביסקוויט שוק.לבן +ק.נוגט 20ג,ממתקים ושוקולד
84861,מיני פרה ביסקוויט שוק.חלב + ק.שמנת 20ג,ממתקים ושוקולד
84862,עלי תרד 300 גרם,
84863,טורקי עלית קפה בשקית כשלפ 170ג,קפה
84864,עלית גומיפלצת סוכריות נחשים מתוקים 100ג,ממתקים ושוקולד
84865,מגה סלט אישי ירקות גינה 230 גרם,
84866,סלט אישי ירקות גינה 230 גרם,
84867,מגה סלט אישי קיסר 200 גרם,
84868,עלית חבילות שי-פרטי קטנה,
84869,עלית חבילות שי-פרטי בנונית,
84870,עלית חבילות שי-פרטי גדולה,
84871,עלית חבילות שי-פרטי ענקית,
84872,עלית מארז סלסלה קטנה ראש השנה 2011,
84873,עלית מארז סלסלה בינונית ראש השנה 2011,
84874,עלית מארז סלסלה גדולה ראש השנה 2011,
84875,סטולי מארז 700מל +סטולי גולד,משקאות אלכוהוליים
84876,סטולי וודקה 0.7ליטר +3 כוסות,משקאות אלכוהוליים
84877,סטולי גולד 700מל+ 3 כוסות,משקאות אלכוהוליים
84878,ערק אל סולטאן 750 מל,משקאות אלכוהוליים
84879,עראק אל סולטן 1ל,משקאות אלכוהוליים
84880,וואו לק 399,צורכי רחצה וקוסמטיקה
84881,וואו לק 402,צורכי רחצה וקוסמטיקה
84882,וואו לק 405,צורכי רחצה וקוסמטיקה
84883,וואו לק 408,צורכי רחצה וקוסמטיקה
84884,וואו לק 409,צורכי רחצה וקוסמטיקה
84885,וואו עפרון שפתיים/עיניים #89,
84886,וואו עפרון שפתיים/עיניים #94,
84887,וואו עפרון שפתיים/עיניים #95,
84888,וואו עפרון שפתיים/עיניים #96,
84889,וואו עפרון שפתיים/עיניים #97,
84890,וואו עפרון שפתיים/עיניים #98,
84891,וואו מסקרה כחול כהה #7,צורכי רחצה וקוסמטיקה
84892,וואו מסקרה אפור 8,צורכי רחצה וקוסמטיקה
84893,וואו מסקרה חום כהה 2,צורכי רחצה וקוסמטיקה
84894,וואו ליפסטיק 3.8 גרם # 546-M,צורכי רחצה וקוסמטיקה
84895,וואו ליפסטיק 3.8 גרם # 547-M,צורכי רחצה וקוסמטיקה
84896,וואו ליפסטיק 3.8 גרם # 548-M,צורכי רחצה וקוסמטיקה
84897,וואו ליפסטיק 3.8 גרם # 549-M,צורכי רחצה וקוסמטיקה
84898,וואו ליפסטיק 3.8 גרם # 550-M,צורכי רחצה וקוסמטיקה
84899,וואו ליפסטיק 3.8 גרם # 551-M,צורכי רחצה וקוסמטיקה
84900,וואו ליפסטיק 3.8 גרם # 552-M,צורכי רחצה וקוסמטיקה
84901,וואו ליפסטיק 3.8 גרם # 553-M,צורכי רחצה וקוסמטיקה
84902,וואו ליפסטיק 3.8 גרם # 554-M,צורכי רחצה וקוסמטיקה
84903,וואו ליפסטיק 3.8 גרם # 555-M,צורכי רחצה וקוסמטיקה
84904,וואו לק #413,צורכי רחצה וקוסמטיקה
84905,וואו לק #417,צורכי רחצה וקוסמטיקה
84906,וואו לק #301,צורכי רחצה וקוסמטיקה
84907,וואו לק #303,צורכי רחצה וקוסמטיקה
84908,וואו לק #307,צורכי רחצה וקוסמטיקה
84909,וואו לק #308,צורכי רחצה וקוסמטיקה
84910,וואו פודרה אבקה 4#,צורכי רחצה וקוסמטיקה
84911,וואו קרם גוף נצנצים אושן,צורכי רחצה וקוסמטיקה
84912,וואו קרם גוף נצנים קול ווטר,צורכי רחצה וקוסמטיקה
84913,וואו לק-367,צורכי רחצה וקוסמטיקה
84914,וואו לק-388,צורכי רחצה וקוסמטיקה
84915,וואו לק-304,צורכי רחצה וקוסמטיקה
84916,וואו לק-310,צורכי רחצה וקוסמטיקה
84917,וואו לק-312,צורכי רחצה וקוסמטיקה
84918,וואו לק - 313,צורכי רחצה וקוסמטיקה
84919,וואו לק-314,צורכי רחצה וקוסמטיקה
84920,וואו לק-315,צורכי רחצה וקוסמטיקה
84921,וואו לק-316,צורכי רחצה וקוסמטיקה
84922,וואו לק - 317,צורכי רחצה וקוסמטיקה
84923,וואו לק-318,צורכי רחצה וקוסמטיקה
84924,וואו לק-319,צורכי רחצה וקוסמטיקה
84925,וואו לק - 321,צורכי רחצה וקוסמטיקה
84926,וואו לק -322,צורכי רחצה וקוסמטיקה
84927,וואו לק -323,צורכי רחצה וקוסמטיקה
84928,וואו לק-324,צורכי רחצה וקוסמטיקה
84929,וואו לק-325,צורכי רחצה וקוסמטיקה
84930,וואו לק-327,צורכי רחצה וקוסמטיקה
84931,וואו לק-328,צורכי רחצה וקוסמטיקה
84932,וואו ליפגלוס מהודר # 2,צורכי רחצה וקוסמטיקה
84933,וואו עיפרון עץ 02,צורכי רחצה וקוסמטיקה
84934,וואו עיפרון עץ 05,צורכי רחצה וקוסמטיקה
84935,וואו עיפרון עץ 8,צורכי רחצה וקוסמטיקה
84936,וואו עיפרון עץ 15,צורכי רחצה וקוסמטיקה
84937,וואו איילנר קרם 1 שחור,צורכי רחצה וקוסמטיקה
84938,וואו איילנר קרם 2 חום,צורכי רחצה וקוסמטיקה
84939,וואו איילנר קרם 3 סגול,צורכי רחצה וקוסמטיקה
84940,"וואו ברונזר קרם 45 מ""""ל",צורכי רחצה וקוסמטיקה
84941,וואו צללית פרופשיונאל 2גרם # 55,צורכי רחצה וקוסמטיקה
84942,וואו צללית פרופשיונאל 2גרם # 56,צורכי רחצה וקוסמטיקה
84943,וואו צללית פרופשיונאל 2גרם # 57,צורכי רחצה וקוסמטיקה
84944,וואו צללית פרופשיונאל 2גרם # 58,צורכי רחצה וקוסמטיקה
84945,וואו צללית פרופשיונאל 2גרם # 59,צורכי רחצה וקוסמטיקה
84946,וואו מייק אפ קרם בק 6#,צורכי רחצה וקוסמטיקה
84947,וואו מייק אפ קרם בק #7,צורכי רחצה וקוסמטיקה
84948,1 זוגות תיקתקים + קישוט,
84949,1 זוגות תיקתקים מודפס 5,
84950,1 זוגות תיקתקים מודפס 5,
84951,1זוגות גומיות דקות+קישוט,
84952,1זוגות גומיות עבות+קישוט,
84953,גומיה + עלי משי מודפסים,
84954,זוג גומיות שיער + קישוט,
84955,זוג קליפסים גדולים מודפס,
84956,זוג קליפסים בינוני מודפס,
84957,זוג קליפסים קטנים מודפס,
84958,סרט מודפס לשיער,
84959,1 קשתות + קישוט,
84960,סט תיקתק+סיכות+סיכה רחב,
84961,ג'ל לידיים ריח מסטיק100מ,
84962,100ג'ל ידיים ריח סוכריות,
84963,ג'ל לידיים בריח וניל100מ,
84964,ג'ל לידיים בריח מלון100מ,
84965,1 בקבוקים סבון/שמפו,
84966,סיכות/תיקתקים,
84967,סיכות/תיקתקים לשיער,
84968,סיכות/תיקתקים לשיער,
84969,סיכות/תיקתקים לשיער,
84970,סיכות/תיקתקים לשיער,
84971,סיכות/תיקתקים לשיער,
84972,סיכות/תיקתקים לשיער,
84973,קליפסים לשיער,
84974,קליפסים לשיער,
84975,קליפסים לשיער,
84976,קליפסים לשיער,
84977,קליפסים לשיער,
84978,קליפסים לשיער,
84979,קליפסים לשיער,
84980,קליפסים לשיער,
84981,קליפסים לשיער,
84982,קליפסים לשיער,
84983,קליפסי לשיער,
84984,קליפסים לשיער,
84985,גומיות לשיער,
84986,גומיות שליער,
84987,גומיות לשיער,
84988,גומיות לשיער,
84989,גומיות לשיער,
84990,גומיות לשיער,
84991,גומיות לשיער,
84992,סרטים/קשתות לשיער,
84993,סרטים/קשתות לשיער,
84994,סרטים/קשתות לשיער,
84995,סרטים/קשתות לשיער,
84996,סרטים/קשתות לשיער,
84997,סרטים/קשתות לשיער,
84998,סרטים/קשתות לשיער,
84999,סרטים/קשתות לשיער,
85000,סרטים/קשתות לשיער,
85001,סרטים/קשתות לשיער,
85002,סרטים/קשתות לשיער,
85003,מברשות/מסרקים,צורכי רחצה וקוסמטיקה
85004,מברשות/מסרקים לשיער,צורכי רחצה וקוסמטיקה
85005,מברשות/מסרקים לשיער,צורכי רחצה וקוסמטיקה
85006,מברשות/מסרקים לשיער,צורכי רחצה וקוסמטיקה
85007,מברשות/מסרקים לשיער,צורכי רחצה וקוסמטיקה
85008,מברשות/מסרקים לשיער,צורכי רחצה וקוסמטיקה
85009,מברשות/מסרקים לשיער,צורכי רחצה וקוסמטיקה
85010,מברשות/מסרקים לשיער,צורכי רחצה וקוסמטיקה
85011,מברשות/מסרקים לשיער,צורכי רחצה וקוסמטיקה
85012,מברשות/מסרקים לשיער,צורכי רחצה וקוסמטיקה
85013,מברשות/מסרקים לשיער,צורכי רחצה וקוסמטיקה
85014,מברשות/מסרקים לשיער,צורכי רחצה וקוסמטיקה
85015,מברשות/מסרקים לשיער,צורכי רחצה וקוסמטיקה
85016,מברשות/מסרקים לשיער,צורכי רחצה וקוסמטיקה
85017,מברשות/מסרקים לשיער,צורכי רחצה וקוסמטיקה
85018,מברשות/מסרקים לשיער,צורכי רחצה וקוסמטיקה
85019,צמידי סיליקון עבים,
85020,צמידי סיליקון דקים,
85021,קישוטי שיער,
85022,קישוטי שיער,
85023,אביזרי שיער מייה,
85024,אביזרי שיער,
85025,אביזרי שיער,
85026,אביזרי שיער,
85027,אביזרי שיער,
85028,אביזרי שיער,
85029,אביזרי שיער,
85030,בייבי פסטה 120+ 25+גרם,מוצרים ואביזרים לטיפול בתינוק
85031,סט ספא לחג,
85032,300 אנדראה מייק אפ סרום,צורכי רחצה וקוסמטיקה
85033,301 אנדראה מייק אפ סרום,צורכי רחצה וקוסמטיקה
85034,302 אנדראה מייק אפ סרום,צורכי רחצה וקוסמטיקה
85035,303 אנדראה מייק אפ סרום,צורכי רחצה וקוסמטיקה
85036,304 אנדראה מייק אפ סרום,צורכי רחצה וקוסמטיקה
85037,305 אנדראה מייק אפ סרום,צורכי רחצה וקוסמטיקה
85038,מארז חג-גזר לפנים,
85039,פרולטה שמפו שיער שמן 440מל,צורכי רחצה וקוסמטיקה
85040,פרולטה שמפו שיער יבש 440 מל,צורכי רחצה וקוסמטיקה
85041,פרולטה שמפו שיער צבוע 440מל,צורכי רחצה וקוסמטיקה
85042,מארז קפה טורקי 3*100גר,קפה
85043,גינת המלך מיץ ענבים 1 ליטר,משקאות קלים
85044,טעמן שוקולד חלב 100 גרם,ממתקים ושוקולד
85045,טעמן שוקולד פרווה 100 גרם,ממתקים ושוקולד
85046,שמן קנולה 1 ליטר,שמנים
85047,אסם תיבול ספגטי בולונז 65גרם,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
85048,אסם תיבול צלי עוף עגבניות 40גרם,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
85049,אסם מרק ירקות  5*50ג,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
85050,קטשופ מתובל להכנת פיצה 750 גרם,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
85051,צבר סחוג ירוק רפי 200 גר,סלטים מוכנים
85052,צבר ממרח טפנד זיתים רפי 200 גר,סלטים מוכנים
85053,צבר סחוג אדום רפי 200 גר,סלטים מוכנים
85054,ביסלי גריל 35גרם,"ביסקוויטים, עוגות וכדומה"
85055,ביסלי ברביקיו 35גרם,"ביסקוויטים, עוגות וכדומה"
85056,אפרופו חטיף איטליאנו 50 גרם,"ביסקוויטים, עוגות וכדומה"
85057,בונז'ור כריך ג'בטה כפרי אפוי חלקי170ג,לחם
85058,בונז'ור כריך ג'בטה לבן אפוי חלקי 170ג,לחם
85059,בונז'ור טבע דגנים אישי אפוי חלקי 165ג,לחם
85060,עוגות הבית אישיות 3 שוקולד + 3 וניל 6*35,"ביסקוויטים, עוגות וכדומה"
85061,פתיתים אפויים מסולסלים 500גר,מוצרי בצק
85062,אסם קמח תופח מלא 350גר,קמח
85063,אסם פודינג בטעם וניל צרפתי 80גר,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
85064,בונזור מיני מאפינס שוקוצ'יפס חמישייה,"ביסקוויטים, עוגות וכדומה"
85065,בונזור מיני מאפינס שוקו חמישייה,"ביסקוויטים, עוגות וכדומה"
85066,אסם מרק בישול פטריות יער וגריסים 120גר,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
85067,אסם מרק נמס בטטה עם מיני קרוטונים 48גר,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
85068,אסם מרק נמס עגבניות עם אטריות 58 גרם,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
85069,אסם מרק נמס בצל עם קרוטונים 50 גרם,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
85070,אסם מרק בישול ירקות לקוסקוס 70 גרם,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
85071,צבר איקרה 200 גר,שימורי דגים ודגים מעובדים
85072,צבר שום כתוש 200 גר,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
85073,צבר חזרת רפי 200 גר,סלטים מוכנים
85074,אסם מרק בישול עוף עם ירקות 54 גרם,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
85075,טייסטרס צ'ויס 200 גרם + טייסטרס צ'ויס טו,קפה
85076,בייגלה אסם שטוחים שומשום 350 גרם,"ביסקוויטים, עוגות וכדומה"
85077,ויטמינציק תה קר אפרסק 1 ל,משקאות קלים
85078,ויטמינציק תה קר מנגו 1 ל,משקאות קלים
85079,עוגה לשבת חלת פרג 380גר,"ביסקוויטים, עוגות וכדומה"
85080,מארז רוטב סויה ודבש,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
85081,צבר חומוס מחלוטה 500גר,סלטים מוכנים
85082,צבר חומוס עם חריף 500 גרם,סלטים מוכנים
85083,במבה יום הולדת קוביות 80גר,"ביסקוויטים, עוגות וכדומה"
85084,אסם ביסקוויט ללא גלוטן 200 גר,"ביסקוויטים, עוגות וכדומה"
85085,מארז רוטב סויה ודבש,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
85086,עוגת הבית בטעם ריבת חלב שוק.פירורים 350ג,"ביסקוויטים, עוגות וכדומה"
85087,עוגת הבית דובדבן פירורים 350ג,"ביסקוויטים, עוגות וכדומה"
85088,עוגת הבית בראוניס שוקולד קפה 380 גרם,"ביסקוויטים, עוגות וכדומה"
85089,עוגת הבית בראוניס שוקולד ריבת חלב 380 גר,"ביסקוויטים, עוגות וכדומה"
85090,פודינג בטעם שוקולד מריר 95גר,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
85091,פרפקטו רוטב עגבניות ילדים קפוא 200מל,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
85092,פרפקטו רוטב פטריות לפסטה קפוא 200מל,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
85093,פרפקטו רוטב עגב.בזיליק. לפסטה קפוא 200מל,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
85094,פרפקטו רוטב פסטו לפסטה קפוא 200מל,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
85095,מארז פיטנס שקדים ודבש 355 גר' + 625 גר,קטניות ומוצרי דגן
85096,בונזור סופגניה עם ריבה 45 גר,"ביסקוויטים, עוגות וכדומה"
85097,אסם קרקר כפרי 150 גרם,"ביסקוויטים, עוגות וכדומה"
85098,פתי בר קפה וקינמון 360גרם,"ביסקוויטים, עוגות וכדומה"
85099,"במבה פירמידה כל""""פ 80גר","ביסקוויטים, עוגות וכדומה"
85100,אפרופו מגזר עגרבי 25גר,"ביסקוויטים, עוגות וכדומה"
85101,דובונים בטעם קטשופ 40 גרם,"ביסקוויטים, עוגות וכדומה"
85102,דובונים מגזר ערבי 20גרם,"ביסקוויטים, עוגות וכדומה"
85103,דובונים מולטיפק 5* 20ג,"ביסקוויטים, עוגות וכדומה"
85104,בייגלה אסם שטוחים מלח על סרט 60 גרם,"ביסקוויטים, עוגות וכדומה"
85105,"עוגת הבית סילאן ואגוזים כשל""""פ 400גר","ביסקוויטים, עוגות וכדומה"
85106,צבר טחינה ירוקה רפי 400 גרם,סלטים מוכנים
85107,צבר חציל ים תיכוני רפי 400 גרם,סלטים מוכנים
85108,צבר חציל פיקנטי רפי 400 גרם,סלטים מוכנים
85109,אסם תיבול גולש 71גרם,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
85110,ביסלי גריל 2*200גרם,"ביסקוויטים, עוגות וכדומה"
85111,צבר טונה טוניסאית רפי 200 גר,שימורי דגים ודגים מעובדים
85112,במבה מתוקה אסם מגזר ערבי 25ג,"ביסקוויטים, עוגות וכדומה"
85113,במבה במילוי קרם חלבה 3*60גר,"ביסקוויטים, עוגות וכדומה"
85114,פיטנס אגוז לוז 2*375גר,קטניות ומוצרי דגן
85115,"דגני בוקר קראנץ רולס כשל""""פ 370גר",קטניות ומוצרי דגן
85116,רוטב סויה ודבש לפרגיות לתיבול על האש 300,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
85117,אסם רוטב עגבניות לקציצות 250 גרם,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
85118,רוטב וינגרייט סילאן 290 מל,"תבלינים, רטבים, מוצרים לעוגה ומזון לתינוקות"
85119,פתיתים אפויים קוסקוס עם חיטה מלאה 500 גר,מוצרי בצק
85120,בונז'ור לחם בריוש חצי אפוי 560ג,לחם
85121,עוגת בריוש תפוחים ופרג 550ג,"ביסקוויטים, עוגות וכדומה"
85122,עוגת בריוש שושנים שוק חצי אפוי 530 ג,"ביסקוויטים, עוגות וכדומה"
85123,צבר חומוס בלאדי 500גרם,סלטים מוכנים
85124,מולטי צריוס 475 גר,קטניות ומוצרי דגן
85125,טייסטרס צ'ויס 200ג + ט.צ'ויס קפה קר 172ג,קפה
85126,בונז'ור מקלות בטעם שוקולד וקינמון,"ביסקוויטים, עוגות וכדומה"
85127,גביעי גלידה ממותקים 95גר 24יח,
85128,גביעי גלידה אמריקאים 24,
85129,אסם פתיתים אפויים קוסקוס מארז 4*250 גרם,מוצרי בצק
85130,ויטמינציק שקוף בטעם אפרסק 750מל,משקאות קלים
85131,ויטמינציק שקוף בטעם ענבים 750מל,משקאות קלים
85132,הבית עוגת שיש שוקולד צ'יפס 380גר,"ביסקוויטים, עוגות וכדומה"
85133,הבית עוגת שיש אגוזים 380גר,"ביסקוויטים, עוגות וכדומה"
85134,צבר חומוס עם טחינה ירוקה 400ג,סלטים מוכנים
85135,צבר חומוס שקדים 400ג,סלטים מוכנים
85136,צבר חומוס מסבחה מיוחד 400ג,סלטים מוכנים
85137,צבר חציל בלאדי במיונז 400ג,סלטים מוכנים
85138,צבר סלטה משוויה 400ג,סלטים מוכנים
85139,במבה קלאסי 200ג,"ביסקוויטים, עוגות וכדומה"
85140,קריספי שמנת בצל 200ג,"ביסקוויטים, עוגות וכדומה"
85141,קריספי תירס 250ג,"ביסקוויטים, עוגות וכדומה"
85142,קריספי מיני גריסיני 200ג,"ביסקוויטים, עוגות וכדומה"
85143,קריספי ציפס 200ג,"ביסקוויטים, עוגות וכדומה"
85144,עוגת קראנץ שוקולד 650ג,"ביסקוויטים, עוגות וכדומה"
85145,עוגת קראנץ קינמון 650ג,"ביסקוויטים, עוגות וכדומה"
85146,בונז'ור עוגת בריוש פרג 550גרם,"ביסקוויטים, עוגות וכדומה"
85147,במבה קלאסי ללא גלוטן 80 גרם,"ביסקוויטים, עוגות וכדומה"
85148,במבה במילוי קרם במבה 60גר,"ביסקוויטים, עוגות וכדומה"
85149,מארז דובונים קטשופ 3 + 1 160 גרם,"ביסקוויטים, עוגות וכדומה"
85150,bin מארז יין 2*750מל,משקאות אלכוהוליים
85151,פוליאקוב סילבר + 4 פחיות רד בול,משקאות אלכוהוליים
85152,תמר מגהול 400גר,פירות יבשים
85153,תנובה ששון תמר חלאווי 400 גר,פירות יבשים
85154,תנובה ששון תמר אמרי 400 גר,פירות יבשים
85155,"תמר מגהול אורגני 1 ק""""ג",פירות יבשים
85156,"צמחי בית 13.99ש""""ח",חפצי קישוט לבית
85157,"צמחי בית 14.99ש""""ח",חפצי קישוט לבית
85158,"צמחי בית 15.99ש""""ח",חפצי קישוט לבית
85159,"צמחי בית 16.99ש""""ח",חפצי קישוט לבית
